job_title,level_job,job_type,annual_salary_usd,benefits,onsite_remote,category_job,company,location,skills,country,region
Freelance AI Content Creator,N/A,Freelance,25000.0,,remote,,,Remote,"AI content, Anyword, Marketmuse, Research, Wordtune",,
Freelance AI Video Producer Creator,N/A,Freelance,25000.0,,remote,,,Remote,"AI video, Pictory, Research",,
AI Application Developer,N/A,Freelance,25000.0,,remote,,,Remote,"Chatbots, ChatGPT, GPT, Research",,
Freelance AI Artist Creator,N/A,Freelance,25000.0,,remote,,,Remote,"AI art, DALL-E, Midjourney, Research, Stable Diffusion",,
AI Writing Creator,N/A,Freelance,25000.0,,remote,,,Remote,"Copywriting, Prompt engineering, Research, UX",,
Remote AI/ML Engineer in Wildlife Conservation,Mid,Contract,27500.0,"Career development,Health care",remote,,, US,"APIs, Classification, Data management, GitHub, Keras, Machine Learning, ML models",,
AI/ML-powered Trading Strategy Researcher (and Implementer),Senior,Full Time,150000.0,,remote,,,Remote,"Finance, Machine Learning, Python, Research, Trading Strategies",,
Principal Data Engineer,Senior,Full Time,200000.0,Equity,remote,,, US,"Agile, Architecture, Athena, AWS, Big Data, CI/CD, Data governance",,
MLOps Engineer,Mid,Full Time,129000.0,"Career development,Competitive pay,Flex hours,Flex vacation,Health care",remote,,, EU and US,"Architecture, CI/CD, Computer Science, Computer Vision, Data pipelines, Deep Learning, DevOps",,
AI Developer,Senior,Full Time,84000.0,"Career development,Flex hours,Startup environment",onsite,,,Ukraine,"Caffe, Computer Science, Computer Vision, Deep Learning, Keras, Machine Learning, ML models",Ukraine,World
Machine Learning Engineer,Mid,Full Time,,,onsite,,, Spain,"AWS, Azure, Blockchain, Crypto, Deep Learning, Docker, GCP",Spain,World
Senior Master Data Engineer,Senior,Full Time,147500.0,"401(k) matching,Career development,Flex hours,Flex vacation,Health care",onsite,,, United States,"APIs, CX, Data management, Data quality, Machine Learning, Microservices",United States,World
Data Engineer (Python),Senior,Full Time,147500.0,,onsite,,, Mexico,"APIs, Azure, Big Data, Computer Science, Data analysis, Databricks, Data visualization",Mexico,Latin America
Director Data Scientist - Commercial Platforms (P2474).,Executive,Full Time,221500.0,"Career development,Competitive pay,Health care,Medical leave,Parental leave",onsite,,, CA,"Azure, Computer Science, Economics, Finance, Machine Learning, Mathematics, NLP",,
Sustainable Farming Data Manager,Senior,Full Time,105500.0,"Career development,Equity,Flex hours",onsite,,, Switzerland,"Data analysis, Data management, Data strategy, KPIs, R, R&D, Security",Switzerland,World
"Principal Machine Learning Engineer, New Initiatives",Senior,Full Time,166000.0,,remote,,, Canada,"Architecture, Caffe, Computer Science, Computer Vision, Deep Learning, Engineering, LLMs",Canada,World
Analytics Engineering Intern - Transforming Data and Empowering Decisions (remote or in-person),Entry,Internship,,,remote,,,Remote,"AWS, Business Analytics, Computer Science, Data analysis, Data Analytics, DataOps, Engineering",,
Data Analyst,N/A,Full Time,102500.0,"Competitive pay,Equity,Flex vacation,Health care,Wellness",onsite,,, United States,"CX, Excel, Mathematics, Oracle, Power BI, Privacy, Python",United States,World
"Staff Data Scientist, Revenue Acceleration - Marketing (Remote, Americas)",Senior,Full Time,157000.0,Career development,remote,,, United States,"A/B testing, Consulting, Data pipelines, Engineering, ETL, KPIs, Machine Learning",United States,World
"Data Developer, Product Analytics",N/A,Full Time,90000.0,"Career development,Equity,Health care",onsite,,,Canada,"AWS, Azure, Big Data, Business Intelligence, Computer Science, Data quality, Data visualization",Canada,World
DATA SCIENTIST (M/F/D),Senior,Full Time,157000.0,,onsite,,, Portugal,"AWS, Azure, Big Data, Data Mining, Machine Learning, Oracle, Python",Portugal,World
Data Engineer (Melbourne),Mid,Full Time,96500.0,"Career development,Startup environment",onsite,,, Australia,"Agile, Ansible, Architecture, Avro, AWS, Bitbucket, CI/CD",Australia,World
Machine Learning Engineer,Entry,Full Time,69000.0,"Career development,Health care",onsite,,, United States,"Computer Science, Deep Learning, Engineering, Machine Learning, Mathematics, Physics, Python",United States,World
Senior Data Engineer,Senior,Full Time,147500.0,"Equity,Health care,Insurance,Salary bonus,Startup environment",onsite,,, United States,"Agile, Airflow, AWS, Azure, Data pipelines, Data quality, Data warehouse",United States,World
Senior Machine Learning Engineer,Senior,Full Time,166000.0,"Career development,Competitive pay,Flex hours,Flex vacation,Health care",onsite,,,Santiago,"Agile, AWS, Azure, Classification, Computer Science, Computer Vision, Deep Learning",,
"Data Analyst (Bangkok Based, Relocation Provided)",Mid,Full Time,98500.0,Career development,onsite,,,Bangkok,"A/B testing, Banking, Business Intelligence, Computer Science, Consulting, Data analysis, Data Analytics",,
Junior Insight Analyst,Entry,Full Time,56000.0,,onsite,,, Hungary,"Business Intelligence, Economics, Excel, Genetics, Power BI",Hungary,World
"Software Engineer, Machine Learning - Kyiv",Senior,Full Time,80000.0,"Career development,Health care,Parental leave,Startup environment",onsite,,,Ukraine Anywhere,"Computer Science, Data analysis, Keras, Machine Learning, ML models, MXNet, Pipelines",Ukraine,World
ETL Developer - SSIS,Senior,Full Time,156500.0,"Fitness / gym,Health care,Insurance,Medical leave",onsite,,, United Kingdom,"Azure, Business Intelligence, Data analysis, ETL, Excel, Genetics, Python",United Kingdom,World
"Fraud Data Analyst, Fraud Platform Integrity",Senior,Full Time,111000.0,"Career development,Competitive pay,Health care,Insurance",onsite,,, Frisco,"A/B testing, Banking, Data analysis, Economics, Engineering, Finance, FinTech",,
Open - Data Analyst (McDonal's - CRM Related),Senior,Full Time,111000.0,,onsite,,, Japan,"A/B testing, Data analysis, Data Analytics, Excel, Machine Learning, Power BI, Python",Japan,World
Machine Learning Engineer,Senior,Full Time,166000.0,"Career development,Competitive pay,Flex hours,Flex vacation,Health care",onsite,,,Santiago,"Agile, AWS, Azure, Classification, Computer Science, Computer Vision, Deep Learning",,
Data Analyst,Entry,Full Time,53000.0,"Career development,Flex hours,Flex vacation,Health care",onsite,,, India,"DataOps, Data quality, Excel, Jira, SQL",India,World
Data Specialist (Engineering & Analytics) - FinTech,Entry,Full Time,109000.0,"Career development,Flex hours,Flex vacation,Parental leave,Salary bonus",onsite,,, Switzerland,"Computer Science, Data analysis, Data Mining, Data quality, Engineering, ETL, Excel",Switzerland,World
RNA Structural Biologist / Computational Bioinformatician,Mid,Full Time,65000.0,"Career development,Startup environment",remote,,, Remote,"AWS, Biology, Data analysis, Drug discovery, Engineering, GCP, Perl",,
Machine Learning Engineer,Senior,Full Time,166000.0,Career development,onsite,,, Virginia,"Agile, Computer Science, Data Analytics, Deep Learning, Engineering, Machine Learning, Model deployment",,
[VSN] Data Engineer (Python/C#/Java),Mid,Full Time,96500.0,"Career development,Startup environment",onsite,,, Argentina,"Cassandra, Data pipelines, Data quality, Engineering, ETL, Kafka, MongoDB",Argentina,Latin America
Motion Planning Engineer - Autonomy Expansion,Senior,Full Time,166000.0,"401(k) matching,Career development,Equity,Health care,Salary bonus",remote,,,Remote,"Computer Science, Data analysis, Engineering, Industrial, Linux, Python, Robotics",,
Senior Data Analyst,Senior,Full Time,111000.0,"Competitive pay,Equity",onsite,,, United Arab Emirates,"Business Intelligence, Computer Science, Data analysis, Data visualization, Engineering, Finance, Mathematics",United Arab Emirates,World
Lead Data Scientist - multiple domains,Senior,Full Time,157000.0,"Equity,Flex vacation,Home office stipend,Relocation support",onsite,,, Germany,"Helm, Machine Learning, Prototyping, Statistics",Germany,World
Data Engineer,Senior,Full Time,147500.0,"Equity,Health care,Insurance,Salary bonus,Startup environment",onsite,,, United States,"Agile, AWS, Azure, Data pipelines, Data quality, Data warehouse, Data Warehousing",United States,World
Data Scientist - Personalisation,Senior,Full Time,157000.0,"Career development,Flex hours,Health care,Insurance",onsite,,, Portugal,"Big Data, CX, Deep Learning, E-commerce, Engineering, Git, Machine Learning",Portugal,World
Research Engineer - Core Research,Senior,Full Time,164000.0,"Career development,Equity,Flex hours,Flex vacation,Health care",onsite,,, United States,"APIs, Computer Science, Distributed Systems, Engineering, Genetics, Open Source, Prototyping",United States,World
Administrateur Big Data,N/A,Full Time,90000.0,,onsite,,, Canada,"Agile, Ansible, Big Data, Blockchain, Consulting, Finance, Hadoop",Canada,World
Software Engineer (Scala) - Data&AI,Senior,Full Time,88500.0,,onsite,,, Poland,"Airflow, Big Data, BigQuery, Dataflow, Data governance, Dataproc, Data quality",Poland,World
Sr. Data Scientist,Senior,Full Time,137500.0,"Career development,Salary bonus",remote,,,Remote,"Airflow, Big Data, Computer Science, Data management, Data pipelines, Data quality, Docker",,
Senior Data Engineer,Senior,Full Time,163000.0,"Career development,Equity,Flex hours,Flex vacation,Health care",remote,,, Remote,"Architecture, AWS, Big Data, Classification, Data visualization, Data Warehousing, Engineering",,
Analyst - Data Science,N/A,Full Time,71500.0,,onsite,,, India,"Architecture, Blockchain, Computer Science, Docker, Kubernetes, Linux, Open Source",India,World
Data Scientist / Biostatistician,Mid,Full Time,88000.0,Career development,remote,,, Remote,"Biology, Data analysis, Drug discovery, PhD, Pipelines, Python, R",,
"Senior Manager, Data Engineering",Senior,Full Time,147500.0,"Equity,Health care,Insurance,Salary bonus,Startup environment",onsite,,, United States,"Agile, Airflow, Architecture, AWS, Azure, Data governance, Data pipelines",United States,World
"Staff Software Engineer, AI",Senior,Full Time,44500.0,"Competitive pay,Equity,Startup environment",remote,,, EMEA,"CX, Engineering, Finance, Machine Learning, Research",,
Senior Data Scientist - Team Lead,Senior,Full Time,157000.0,"Career development,Competitive pay,Relocation support,Salary bonus",onsite,,, Greece,"Azure, Classification, Computer Science, Databricks, Deep Learning, EDA, Engineering",Greece,World
Staff Data Scientist,Senior,Full Time,208500.0,"Competitive pay,Health care,Insurance",remote,,,,"Architecture, Computer Science, Credit risk, Data analysis, Data pipelines, Engineering, Finance",,
Data Scientist Intern,Entry,Internship,,"Career development,Competitive pay,Equity,Health care,Startup environment",onsite,,, United States,"Agile, Architecture, AWS, Azure, Classification, Computer Science, Deep Learning",United States,World
Associate Data Analyst,Mid,Full Time,64000.0,"401(k) matching,Career development,Competitive pay,Equity,Health care",remote,,,Remote,"Computer Science, Data analysis, Looker, Research, SQL, T-SQL",,
Senior Engineer (Data Engineer),Senior,Full Time,147500.0,"Career development,Flex hours,Wellness",onsite,,, India,"Agile, APIs, Architecture, Azure, Bitbucket, Business Intelligence, CI/CD",India,World
Lead Data engineer,Mid,Full Time,131500.0,Career development,onsite,,, Australia,"Azure, Consulting, Databricks, Data pipelines, Data Warehousing, DevOps, Engineering",Australia,World
Area Manager Sales South (AI),Senior,Full Time,78500.0,,onsite,,, India,"Engineering, Industrial, Research, Security",India,World
Senior Autonomy Engineer - Integration,Senior,Full Time,196500.0,"401(k) matching,Career development,Equity,Flex hours,Health care",onsite,,, United States,"Architecture, Autonomous Driving, Engineering, Python, Robotics, Testing",United States,World
Data Analytics Intern,Entry,Internship,,,onsite,,, Singapore,"Computer Science, Data analysis, Data Analytics, Data management, Data visualization, Engineering, Excel",Singapore,World
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Health care",onsite,,, Israel,"Airflow, Athena, AWS, Big Data, Computer Science, CX, Engineering",Israel,World
"Senior Data Analyst (Bangkok Based, Relocation Provided)",Senior,Full Time,111000.0,Career development,onsite,,,Bangkok,"A/B testing, Banking, Business Intelligence, Computer Science, Consulting, Data analysis, Data Analytics",,
"Senior Data Scientist, Ads Experimentation Analytics",Senior,Full Time,229000.0,"401(k) matching,Career development,Equity,Flex vacation,Health care",remote,,, United States,"Bayesian, Causal inference, Computer Science, Economics, Finance, Mathematics, PhD",United States,World
"Director, Business, Technology Integration & Data Operations",Executive,Full Time,93000.0,"Career development,Flex hours,Health care,Startup environment,Wellness",onsite,,, India,"Agile, APIs, Architecture, Computer Science, Consulting, Data Analytics, Data governance",India,World
Staff Data Scientist,Senior,Full Time,253500.0,"Career development,Equity,Health care,Startup environment,Transparency",remote,,,Remote USA,"Computer Science, Data analysis, Economics, Engineering, Finance, Machine Learning, Mathematics",,
Cloud FinOps Data Analyst - Mercari,Mid,Full Time,98500.0,"Career development,Health care,Insurance,Relocation support",remote,,, Remote,"AWS, Data analysis, Data visualization, Engineering, Finance, GCP, Looker",,
Senior Data Engineer - OAO,Senior,Full Time,147500.0,Career development,remote,,, Mexico,"A/B testing, Agile, Big Data, Clustering, Computer Science, Data analysis, Data governance",Mexico,Latin America
Senior Data Scientist (Machine Learning),Senior,Full Time,198500.0,"Career development,Competitive pay,Health care,Insurance",remote,,,,"Clustering, Computer Science, Data analysis, Deep Learning, Engineering, Finance, FinTech",,
Senior Data Engineer,Senior,Full Time,245500.0,"Competitive pay,Equity,Health care,Salary bonus",onsite,,, WA,"CX, Data Analytics, Data visualization, Engineering, Looker, Power BI, Python",,
Staff Data Engineer (Remote),Senior,Full Time,147500.0,"Career development,Competitive pay,Flex vacation,Health care,Home office stipend",remote,,,Remote,"Architecture, Athena, AWS, Data pipelines, Data quality, Elasticsearch, Engineering",,
"Cybersecurity Engineer - Java , Big Data , HDFS, Spark, Kafka",Senior,Full Time,78500.0,,onsite,,, India,"Agile, Angular, APIs, AWS, Azure, Big Data, Data Analytics",India,World
Senior SMWDC Data Analytics Team Lead,Senior,Full Time,117500.0,"Career development,Competitive pay,Flex vacation,Health care,Insurance",onsite,,, United States,"Data Analytics, Excel, Security",United States,World
"Applied Scientist Intern, AWS Hybrid Tools",Entry,Full Time,157000.0,"Career development,Conferences,Equity",onsite,,, USA,"AWS, Computer Science, Computer Vision, Deep Learning, Engineering, Machine Learning, Matlab",,
Senior Machine Learning Engineer,Senior,Full Time,166000.0,"Career development,Competitive pay,Equity,Flex hours,Flex vacation",onsite,,,Canada,"API Development, APIs, Architecture, AWS, CI/CD, Clustering, Computer Science",Canada,World
Senior ML Engineer,Senior,Full Time,185500.0,Team events,onsite,,, Israel,"A/B testing, Airflow, AWS, Azure, Big Data, BigQuery, CI/CD",Israel,World
Senior Data Engineer,Senior,Full Time,147500.0,,onsite,,, India,"Architecture, Azure, Data analysis, Databricks, Data management, Data pipelines, Data quality",India,World
Senior Data Scientist (Experience with Media Mix Modeling),Senior,Full Time,157000.0,"401(k) matching,Career development,Competitive pay,Flex hours,Flex vacation",remote,,,Remote,"Causal inference, Computer Science, Consulting, Data management, Data visualization, Economics, Engineering",,
Data Analyst,Senior,Full Time,111000.0,Career development,onsite,,, Belgrade,"Agile, Data analysis, Data visualization, Finance, Power BI, SQL, Statistics",,
ETL - BI Developer - G4574,Senior,Full Time,78500.0,"Career development,Flex vacation,Lunch / meals,Snacks / Drinks,Team events",onsite,,, India,"Azure, Blockchain, Computer Science, Databricks, ETL, Excel, Mathematics",India,World
Data Engineer,Entry,Full Time,97000.0,"Career development,Flex hours,Flex vacation,Health care,Home office stipend",onsite,,, Bulgaria,"AWS, Banking, Data analysis, Economics, ETL, Mathematics, Physics",Bulgaria,World
Staff Machine Learning Engineer,Senior,Full Time,88500.0,Team events,onsite,,,,"Airflow, BERT, Computer Science, CUDA, cuDNN, Data pipelines, Docker",,
"Associate Director, Biospecimen Data Management",Mid,Full Time,65000.0,,remote,,, Europe,"Biology, Data management, Privacy, Research",,
Sr Architect : Big Data / AI,Senior,Full Time,78500.0,"Career development,Health care,Insurance,Medical leave,Parental leave",onsite,,, India,"Architecture, Big Data, Consulting, Databricks, Data Warehousing, Engineering, Excel",India,World
Biospecimen Data Manager I,Senior,Full Time,105500.0,,onsite,,, Serbia,"Data management, Linux, Privacy, R, Research",Serbia,World
Data Engineer (H/F) - Alternance,Entry,Full Time,97000.0,,onsite,,, France,"Architecture, Git, GitHub, JavaScript, Metabase, MySQL, PostgreSQL",France,World
Project Manager - AI/NLP - Lille,Entry,Full Time,56000.0,"Career development,Yoga",onsite,,, France,"Machine Learning, NLP",France,World
Data Scientist,Senior,Full Time,157000.0,"Career development,Fitness / gym,Flex hours,Health care,Startup environment",onsite,,,Madrid,"Big Data, BigQuery, Business Intelligence, Data Analytics, Data Mining, Data Warehousing, Engineering",,
"Lead Data Analyst, Product",Senior,Full Time,111000.0,"401(k) matching,Career development,Competitive pay,Health care,Lunch / meals",remote,,,,"Amplitude, BigQuery, Data Analytics, Engineering, FiveTran, GCP, KPIs",,
Data Engineer,Senior,Full Time,166000.0,"401(k) matching,Career development,Competitive pay,Equity,Parental leave",onsite,,,San Francisco,"A/B testing, Airflow, BigQuery, Data Analytics, Data pipelines, FiveTran, Kafka",,
"Data Scientist,Triage",Senior,Full Time,157000.0,,onsite,,, India,"BERT, Chatbots, Computer Science, Conversational AI, Data pipelines, Data Warehousing, Deep Learning",India,World
Financial Data Analyst,Senior,Full Time,78500.0,,onsite,,, India,"Excel, Finance, Mathematics, Power BI, Python, R, Statistics",India,World
Data Engineering - Intern,Entry,Internship,,"Competitive pay,Startup environment",onsite,,, IL,"Computer Science, Crypto, Data Analytics, Data management, Data quality, ELT, Engineering",,
"Associate Director, Biospecimen Data Management",Mid,Full Time,65000.0,,remote,,, Europe,"Biology, Data management, Privacy, Research",,
Research Engineer - Motion,Senior,Full Time,199500.0,"Career development,Startup environment",remote,,, Remote,"Architecture, Computer Science, Deep Learning, Engineering, Machine Learning, ML models, Privacy",,
Senior Data Engineer (P3873),Senior,Full Time,147500.0,,onsite,,,,"Agile, Architecture, Azure, Big Data, Business Analytics, CI/CD, Computer Science",,
Staff Computer Vision Engineer - Caper,Senior,Full Time,245000.0,"Career development,Competitive pay,Equity,Team events",onsite,,, NY,"Architecture, Computer Science, Computer Vision, CUDA, Data pipelines, Deep Learning, Drones",,
Data Analysis Lead Â Conversion/Migration,Senior,Full Time,,"401(k) matching,Competitive pay,Health care,Startup environment",onsite,,, New York,"Architecture, Computer Science, Consulting, Data analysis, Data management, Data quality, Engineering",,
AWS Data Engineer,Mid,Full Time,57500.0,,remote,,, Remote,"AWS, Data Analytics, DynamoDB, ECS, Engineering, Kinesis, Lambda",,
Senior Data Scientist,Senior,Full Time,219000.0,"Career development,Equity,Health care,Salary bonus,Startup environment",remote,,, USA,"Business Analytics, Crypto, Data pipelines, Engineering, Finance, Machine Learning, ML models",,
Data Analyst,Entry,Full Time,53000.0,Competitive pay,onsite,,,Bengaluru,"Data Analytics, Excel, Power BI, Python, SQL, Tableau",,
"Senior Software Engineering Manager, Data Infrastructure",Senior,Full Time,98500.0,"Career development,Competitive pay,Equity,Fitness / gym,Flex hours",onsite,,,Mountain View,"Airflow, Architecture, Avro, AWS, Azkaban, Big Data, CI/CD",,
Lead Data Analyst,N/A,Full Time,90000.0,"Career development,Equity,Flex vacation,Insurance,Team events",onsite,,, United States,"Agile, Big Data, Business Intelligence, Computer Science, Data analysis, Data Analytics, Data governance",United States,World
Area Manager Sales West (AI),Senior,Full Time,78500.0,,onsite,,, India,"Engineering, Industrial, Research, Security",India,World
Senior Data Engineer,Senior,Full Time,98000.0,"401(k) matching,Health care,Startup environment",onsite,,, United States,"APIs, Architecture, AWS, CI/CD, Data analysis, Data visualization, Data Warehousing",United States,World
Senior Data Engineer in Finance Analytics,Senior,Full Time,147500.0,"Career development,Team events",onsite,,, Poland,"Agile, APIs, Architecture, Azure, Big Data, CI/CD, Classification",Poland,World
Research Scientist - NLP,Senior,Full Time,149500.0,"Career development,Conferences,Health care,Medical leave,Parental leave",remote,,,Remote,"Airflow, APIs, ASR, AWS, Classification, Computer Science, Distributed Systems",,
Senior Data Engineer,Senior,Full Time,147500.0,"Career development,Flex hours,Health care",onsite,,, United Kingdom,"Agile, Airflow, Architecture, Athena, Avro, AWS, Azure",United Kingdom,World
Area Manager Sales North (AI),Senior,Full Time,78500.0,,onsite,,, India,"Engineering, Industrial, Research, Security",India,World
"Principal Applied Scientist, Personalization",Senior,Full Time,234000.0,"Career development,Conferences,Equity",onsite,,, USA,"Computer Science, Deep Learning, E-commerce, Industrial, Machine Learning, Mathematics, NLP",,
Principal Data Engineer,Executive,Full Time,93000.0,"Career development,Startup environment",onsite,,, India,"Agile, Architecture, Big Data, Computer Science, Data governance, Data pipelines, Engineering",India,World
Business Intelligence Engineer (Looker),Senior,Full Time,88500.0,Career development,remote,,, Remote,"Architecture, Business Intelligence, Data warehouse, Excel, Looker, LookML, Snowflake",,
Data Engineering Architect,Senior,Full Time,219000.0,"Career development,Equity,Health care,Salary bonus,Startup environment",remote,,, USA,"Airflow, Architecture, Big Data, Business Intelligence, Computer Science, Crypto, Data governance",,
Senior Data Engineer,Senior,Full Time,207000.0,"401(k) matching,Equity,Insurance,Parental leave,Wellness",onsite,,,,"Airflow, Architecture, AWS, Azkaban, Business Intelligence, Data quality, Data warehouse",,
ML Engineer,N/A,Full Time,,"Career development,Flex hours,Salary bonus",onsite,,,United States,"APIs, Architecture, AWS, Computer Science, Data visualization, DevOps, DynamoDB",United States,World
Senior Data Scientist I,Senior,Full Time,141000.0,"401(k) matching,Career development,Equity,Flex hours,Flexible spending account",remote,,,,"Computer Science, E-commerce, Engineering, Linux, Machine Learning, ML models, NumPy",,
Associate Director/Director of Research Informatics & Data Engineering,Mid,Full Time,96500.0,"Career development,Startup environment",onsite,,, MA USA,"Biology, Business Intelligence, Chemistry, Data management, Data pipelines, Data strategy, Drug discovery",,
Data Scientist,Entry,Full Time,69500.0,,onsite,,, Spain,"BigQuery, CX, Data management, GCP, Google Cloud, Python, R",Spain,World
"Staff Software Engineer, Data Platforms",Senior,Full Time,88500.0,Career development,remote,,, Canada,"Airflow, APIs, AWS, Crypto, CX, Data pipelines, DevOps",Canada,World
Data Analyst,Senior,Full Time,111000.0,"Career development,Startup environment",onsite,,, India,"Data analysis, Data visualization, E-commerce, EDA, Engineering, Excel, KPIs",India,World
Senior Data Engineer,Senior,Full Time,198500.0,"401(k) matching,Career development,Competitive pay,Equity,Parental leave",onsite,,,San Francisco,"A/B testing, Airflow, BigQuery, Data Analytics, Data pipelines, FiveTran, Kafka",,
Data Analyst,Senior,Full Time,111000.0,"Health care,Parental leave,Salary bonus,Team events",onsite,,,Czech Republic Anywhere,"Airflow, Classification, CX, Data analysis, Data quality, Data visualization, ETL",,
"Staff Machine Learning Software Engineer, New Initiatives",Senior,Full Time,215500.0,Startup environment,remote,,, Canada,"Computer Science, Engineering, HuggingFace, LangChain, LLMs, Machine Learning, Mathematics",Canada,World
Research Engineer- Flood,Entry,Full Time,199500.0,"Career development,Equity,Insurance,Startup environment,Team events",onsite,,, United States,"Data Mining, Data visualization, Engineering, Excel, Fortran, Machine Learning, Matlab",United States,World
Customer Onboarding Data Engineer - Security Logs (US Remote),Senior,Full Time,147500.0,,onsite,,, PA,"Architecture, AWS, Azure, Engineering, GCP, Python, Security",,
SDE III Machine Learning,Senior,Full Time,78500.0,"Career development,Conferences,Startup environment",onsite,,,Pune,"Agile, Architecture, AWS, Computer Vision, Data Mining, Docker, Engineering",,
Data Analyst Intern,Entry,Internship,,"Career development,Competitive pay,Equity,Home office stipend,Startup environment",remote,,,Remote Or Chicago,"Computer Science, Data analysis, Data pipelines, Data visualization, Engineering, KPIs, Looker",,
Senior Big Data Engineer,Senior,Full Time,45000.0,,onsite,,, Israel,"Airflow, Architecture, Big Data, Business Intelligence, Computer Science, DevOps, Engineering",Israel,World
Data Analyst,N/A,Full Time,102500.0,"401(k) matching,Career development,Equity,Health care,Insurance",remote,,,Remote,"Agile, Computer Science, Data analysis, Data Analytics, Engineering, Excel, Git",,
Data Science and Machine Learning Intern,Entry,Internship,,"Career development,Competitive pay,Startup environment",onsite,,, IL,"AWS, Big Data, Classification, Clustering, Computer Science, Crypto, Data analysis",,
Staff Machine Learning Engineer,Senior,Full Time,78500.0,Flex hours,onsite,,, India,"Machine Learning, OOP, PhD, Python, Research, Testing",India,World
"Senior BI Analyst (Bangkok-based, Relocation provided)",Senior,Full Time,63000.0,"Career development,Relocation support,Startup environment",onsite,,, Thailand,"A/B testing, Computer Science, Consulting, E-commerce, Economics, Engineering, Finance",Thailand,World
"Software Engineer, Growth Data Engineering",Senior,Full Time,147500.0,"Career development,Team events",onsite,,,Canada,"Airflow, AWS, Big Data, Data pipelines, Data quality, Data warehouse, Engineering",Canada,World
Data Scientist  III,Senior,Full Time,157000.0,"401(k) matching,Career development,Competitive pay,Conferences,Fitness / gym",remote,,,,"Computer Science, Industrial, Machine Learning, Research, Statistics",,
"Senior Manager, HR Data Analytics (SSC)",Senior,Full Time,78500.0,,onsite,,, Singapore,"Blockchain, Crypto, Data analysis, Data Analytics, Data Mining, Data visualization, Excel",Singapore,World
Business Intelligence Engineer,Senior,Full Time,88500.0,"Career development,Competitive pay,Flex hours,Relocation support,Salary bonus",onsite,,, Greece,"Architecture, Business Intelligence, Computer Science, Databricks, Engineering, ETL, Mathematics",Greece,World
Data Quality Analyst,Senior,Full Time,70500.0,Startup environment,remote,,, Remote,"Business Intelligence, Computer Science, Data analysis, Data pipelines, Data quality, Economics, Engineering",,
Entry Level Data Scientist,Entry,Full Time,62500.0,"401(k) matching,Health care,Insurance",onsite,,, United States,"Chemistry, Testing",United States,World
(Senior) Digital Analytics Engineer,Senior,Full Time,147000.0,"Career development,Fitness / gym,Flex hours,Flex vacation,Salary bonus",onsite,,, Germany,"A/B testing, Angular, APIs, Computer Science, Engineering, JavaScript, Node.js",Germany,World
Data Engineer II,Senior,Full Time,147500.0,,remote,,, United States,"Agile, Architecture, AWS, Azure, Business Intelligence, Data analysis, Databricks",United States,World
Data Visualization and Cloud Engineering Manager,Executive,Full Time,93000.0,,onsite,,, India,"Agile, AWS, Azure, Business Intelligence, Computer Science, Data Analytics, Data visualization",India,World
Research Engineer- Atmospheric Perils Vulnerability,Entry,Full Time,199500.0,"Career development,Equity,Insurance,Startup environment,Team events",onsite,,, United States,"Data Mining, Data visualization, Engineering, Excel, Fortran, Machine Learning, Matlab",United States,World
Data Science/Engineering Instructor,Senior,Full Time,98500.0,"Career development,Equity,Health care,Insurance,Salary bonus",onsite,,, United States,"Agile, Consulting, Engineering, PhD, Teaching",United States,World
Senior Data Analyst,Senior,Full Time,111000.0,"Competitive pay,Health care",onsite,,, United States,"Business Analytics, Consulting, Economics, Excel, Privacy, Python, R",United States,World
Analytics Engineer,Senior,Full Time,147000.0,"Career development,Flex vacation,Health care,Medical leave,Salary bonus",onsite,,, India,"A/B testing, Agile, Angular, APIs, CX, Engineering, JavaScript",India,World
"Machine Learning DevOps Engineer for Rail Projects, Engineering Center, Cluj",Senior,Full Time,88500.0,"Career development,Home office stipend,Medical leave,Relocation support,Salary bonus",onsite,,, Romania,"Agile, APIs, Azure, Bitbucket, CI/CD, Databricks, Deep Learning",Romania,World
Sr Applied Data Scientist,Senior,Full Time,113500.0,"Competitive pay,Team events",onsite,,, India,"CX, Engineering, Excel, Finance, GitHub, R, SQL",India,World
Staff Engineer/ Sr. Staff Engineer (Java |Kafka | Cassandra | ElasticSearch | AWS | Distributed Systems),Senior,Full Time,70500.0,,onsite,,, India,"Architecture, AWS, Cassandra, Computer Science, Distributed Systems, Docker, Elasticsearch",India,World
Junior Data Engineer (Remote),Entry,Full Time,97000.0,"Career development,Fitness / gym,Flex hours,Health care,Salary bonus",onsite,,, United States,"AWS, Business Intelligence, Data analysis, Dataflow, Data Mining, Data visualization, Data warehouse",United States,World
BAM Data Engineer SEG,Entry,Full Time,97000.0,,onsite,,, France,"Ansible, Architecture, AWS, Azure, Big Data, CI/CD, Consulting",France,World
"Manager, Data Engineering",Senior,Full Time,162500.0,Startup environment,onsite,,, United States,"Agile, Ansible, Architecture, Azure, CI/CD, Computer Science, Consulting",United States,World
Lead Data Scientist,Senior,Full Time,106000.0,,onsite,,, India,"Clustering, Computer Science, Data analysis, Databricks, Hadoop, Machine Learning, ML models",India,World
Databricks and Scala Engineer geospatial,Senior,Full Time,88500.0,"Equity,Flex hours,Team events,Yoga",onsite,,, United Kingdom,"Agile, APIs, Azure, Consulting, Databricks, Data quality, DevOps",United Kingdom,World
